Stno,Chip,Database Id,Surname,First name,YB,S,Block,nc,Start,Finish,Time,Classifier,Club no.,Cl.name,City,Nat,Cl. no.,Short,Long,Num1,Num2,Num3,Text1,Text2,Text3,Adr. name,Street,Line2,Zip,City,Phone,Fax,EMail,Id/Club,Rented,Start fee,Paid,Course no.,Course,km,m,Course controls,Pl,Start punch,Finish punch,Control1,Punch1,Control2,Punch2,Control3,Punch3,Control4,Punch4,Control5,Punch5,Control6,Punch6,Control7,Punch7,Control8,Punch8,Control9,Punch9,Control10,Punch10,(may be more) ...,,,,,,,,,,,,,
,237600,39,Baburek,Gabrijela,,M,,0,68:00,94:49,26:49,0,7,JAP,OK Japetic,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,3,,94:49,34,03:51,61,05:47,35,08:34,60,12:21,38,14:59,44,18:55,58,23:16,62,25:06,100,26:19,,,,,,,,,,,,,,,,
,2133012,163,Krkić Drobić,Aida,,M,,0,76:00,104:19,28:19,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,4,,104:19,34,04:29,61,06:14,35,10:18,60,16:23,38,18:38,44,21:44,58,24:55,62,26:48,100,27:49,,,,,,,,,,,,,,,,
,222418,57,Kolarek,Nataša,,M,,0,88:00,119:27,31:27,0,4,VIH,OK Vihor,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,5,,119:27,34,04:16,61,06:13,35,10:04,60,14:32,38,17:52,44,23:36,58,28:06,62,29:27,100,30:52,,,,,,,,,,,,,,,,
,2105097,176,Bergant Vidaković,Sandra,,M,,0,90:00,123:06,33:06,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,6,,123:06,34,04:17,61,06:17,35,10:31,60,18:12,38,21:26,44,25:31,58,29:58,62,31:21,100,32:35,,,,,,,,,,,,,,,,
,410619,97,Stanić,Suzana,,M,,0,66:00,99:07,33:07,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,7,,99:07,34,06:38,61,07:57,35,11:27,60,17:25,38,20:31,44,24:14,58,28:56,62,31:16,100,32:43,,,,,,,,,,,,,,,,
,2144791,74,Gerjević,Lana,,M,,0,82:00,115:19,33:19,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,8,,115:19,34,04:04,61,05:53,35,10:38,60,16:04,38,20:22,44,25:11,58,28:08,62,30:22,100,33:01,,,,,,,,,,,,,,,,
,2128411,98,Kos,Ines,,M,,0,62:00,96:16,34:16,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,9,,96:16,34,04:50,61,06:29,35,09:42,60,22:49,38,25:50,44,28:40,58,31:39,62,32:41,100,33:51,,,,,,,,,,,,,,,,
,361855,181,Sem,Anita,,M,,0,64:00,100:11,36:11,0,4,VIH,OK Vihor,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,10,,100:11,34,07:20,61,09:43,35,13:16,60,19:18,38,22:34,44,26:46,58,32:38,62,34:05,100,35:40,,,,,,,,,,,,,,,,
,2148494,116,Jazvić Mioković,Marija,,M,,0,74:00,116:02,42:02,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,11,,116:02,34,08:30,61,11:39,35,14:41,60,19:56,38,26:12,44,33:37,58,37:35,62,39:58,100,41:35,,,,,,,,,,,,,,,,
,2126435,69,Latinger,Sandra,,M,,0,70:00,112:30,42:30,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,12,,112:30,34,06:13,61,10:06,35,16:23,60,22:42,38,26:16,44,31:20,58,37:48,62,40:06,100,41:52,,,,,,,,,,,,,,,,
,2140845,89,Čalić,Violeta,,M,,0,72:00,116:10,44:10,0,4,VIH,OK Vihor,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,13,,116:10,34,09:40,61,11:28,35,14:22,60,25:05,38,28:01,44,35:43,58,39:30,62,42:23,100,43:37,,,,,,,,,,,,,,,,
,2143665,125,Dukić,Višnja,,M,,0,86:00,139:15,53:15,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,14,,139:15,34,10:21,61,12:57,35,18:18,60,25:28,38,33:00,44,40:22,58,46:07,62,50:29,100,52:40,,,,,,,,,,,,,,,,
,2143680,94,Pirija,Maja,,M,,0,58:00,112:05,54:05,0,2,KAP,OK Kapela,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,15,,112:05,34,10:00,61,19:34,35,28:06,60,34:20,38,37:50,44,41:18,58,46:14,62,47:42,100,53:39,,,,,,,,,,,,,,,,
,406866,52,Mance,Ines,,M,,0,84:00,139:40,55:40,0,4,VIH,OK Vihor,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,16,,139:40,34,04:46,61,07:09,35,22:28,60,30:26,38,34:20,44,46:30,58,50:55,62,53:16,100,55:05,,,,,,,,,,,,,,,,
,222413,55,Čaja,Lovorka,,M,,0,60:00,125:59,65:59,0,4,VIH,OK Vihor,CRO,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,17,,125:59,34,08:48,61,15:47,35,23:18,60,33:23,38,40:36,44,52:01,58,59:20,62,64:29,100,65:30,,,,,,,,,,,,,,,,
,,244,,Vacant,,M,,0,94:00,,,0,,,,,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,243,,Vacant,,M,,0,92:00,,,0,,,,,4,Ž21B,Ž21B,,,,,,,,,,,,,,,,0,0,0,12,Ž16-Ž21B,1.9,60,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8220267,146,"Riet, van de",Dunja,,M,,0,57:00,95:21,38:21,0,1,MAK,OK Maksimir,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,1,,95:21,34,02:49,33,05:00,42,06:22,36,16:58,38,18:50,39,21:09,45,24:45,52,28:56,54,32:04,59,35:37,100,37:49,,,,,,,,,,,,
,2105096,115,Čorko Meštrović,Irena,,M,,0,55:00,94:54,39:54,0,2,KAP,OK Kapela,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,2,,94:54,34,03:23,33,05:28,42,06:38,36,17:45,38,19:23,39,21:38,45,24:44,52,31:02,54,33:49,59,37:29,100,39:27,,,,,,,,,,,,
,219392,112,Bedeković Tanković,Martina,,M,,0,53:00,95:07,42:07,0,3,JEL,OK Jelen,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,3,,95:07,34,04:33,33,06:54,42,07:56,36,12:14,38,14:19,39,16:33,45,20:39,52,32:59,54,35:28,59,39:47,100,41:39,,,,,,,,,,,,
,7508272,155,Mandić,Ana,,M,,0,51:00,96:27,45:27,0,2,KAP,OK Kapela,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,4,,96:27,34,07:49,33,09:50,42,11:09,36,22:32,38,24:30,39,26:55,45,31:40,52,35:30,54,38:33,59,42:36,100,45:00,,,,,,,,,,,,
,1420813,161,Šantić,Nikolina,,M,,0,39:00,84:47,45:47,0,10,BJE,OK Bjelovar,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,5,,84:47,34,05:42,33,07:51,42,09:31,36,16:54,38,20:29,39,23:24,45,27:22,52,33:23,54,37:04,59,42:59,100,45:19,,,,,,,,,,,,
,7061277,192,Cini,Fabiana,,M,,0,49:00,96:15,47:15,0,1,MAK,OK Maksimir,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,6,,96:15,34,05:11,33,07:16,42,08:46,36,24:11,38,26:33,39,29:21,45,32:56,52,37:04,54,40:22,59,44:16,100,46:48,,,,,,,,,,,,
,2113384,129,Glagolić,Saša,,M,,0,47:00,95:49,48:49,0,2,KAP,OK Kapela,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,7,,95:49,34,07:38,33,09:40,42,10:52,36,18:25,38,20:27,39,22:49,45,27:01,52,34:03,54,38:57,59,44:49,100,47:55,,,,,,,,,,,,
,1261971,31,Jakšić,Mirka,,M,,0,61:00,113:15,52:15,0,1,MAK,OK Maksimir,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,8,,113:15,34,03:15,33,05:46,42,07:08,36,27:49,38,30:36,39,33:23,45,36:57,52,42:09,54,46:08,59,49:35,100,51:42,,,,,,,,,,,,
,1837107,151,Sertić,Ivana,,M,,0,37:00,89:22,52:22,0,2,KAP,OK Kapela,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,9,,89:22,34,07:40,33,09:59,42,12:03,36,22:35,38,26:37,39,29:39,45,34:00,52,38:50,54,44:33,59,49:05,100,51:48,,,,,,,,,,,,
,2120666,123,Berženji,Sanda,,M,,0,59:00,116:28,57:28,0,2,KAP,OK Kapela,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,10,,116:28,34,06:16,33,08:41,42,09:48,36,23:41,38,26:29,39,28:25,45,30:32,52,35:40,54,40:00,59,54:56,100,57:02,,,,,,,,,,,,
,2067883,122,Stipić,Bernardica,,M,,0,41:00,104:25,63:25,0,4,VIH,OK Vihor,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,11,,104:25,34,12:03,33,14:25,42,16:11,36,32:41,38,34:39,39,36:56,45,42:03,52,48:23,54,53:14,59,60:27,100,63:01,,,,,,,,,,,,
,2067893,134,Kušt,Maja,,M,,0,45:00,117:35,72:35,0,4,VIH,OK Vihor,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,12,,117:35,34,07:44,33,10:11,42,11:35,36,29:31,38,31:42,39,34:32,45,43:05,52,51:42,54,58:44,59,69:29,100,72:07,,,,,,,,,,,,
,7207170,77,Kovaljesko,Monika,,M,,0,43:00,,,1,2,KAP,OK Kapela,CRO,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,256,,Vacant,,M,,0,63:00,,,0,,,,,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,255,,Vacant,,M,,0,65:00,,,0,,,,,10,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,15,Ž35,3,90,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,700021,27,Gobec,Ivana,,M,,0,71:00,96:46,25:46,0,4,VIH,OK Vihor,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,1,,96:46,34,02:50,40,04:13,37,07:52,38,09:29,39,11:47,51,15:57,55,19:43,59,23:20,58,24:23,100,25:22,,,,,,,,,,,,,,
,237595,171,Kuzmanić,Ivana,,M,,0,89:00,120:16,31:16,0,7,JAP,OK Japetic,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,2,,120:16,34,03:17,40,04:54,37,10:11,38,11:59,39,14:00,51,19:11,55,23:05,59,28:33,58,29:37,100,30:52,,,,,,,,,,,,,,
,8667809,85,Punek Gobec,Neda,,M,,0,77:00,108:57,31:57,0,4,VIH,OK Vihor,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,3,,108:57,34,03:28,40,05:08,37,09:32,38,11:33,39,14:17,51,19:14,55,23:42,59,28:49,58,30:01,100,31:17,,,,,,,,,,,,,,
,2109710,166,Glinska,Beata Adrianna,,M,,0,79:00,112:43,33:43,0,2,KAP,OK Kapela,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,4,,112:43,34,05:54,40,07:30,37,11:43,38,14:35,39,16:53,51,22:23,55,27:05,59,31:27,58,32:27,100,33:16,,,,,,,,,,,,,,
,2115764,130,Miljković,Željka,,M,,0,75:00,113:31,38:31,0,4,VIH,OK Vihor,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,5,,113:31,34,07:13,40,08:57,37,14:35,38,16:40,39,19:13,51,25:27,55,28:53,59,35:38,58,36:49,100,38:02,,,,,,,,,,,,,,
,406740,93,Nikolić,Bojana,,M,,0,81:00,120:20,39:20,0,4,VIH,OK Vihor,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,6,,120:20,34,07:07,40,08:39,37,17:57,38,20:03,39,21:58,51,27:25,55,31:03,59,36:41,58,37:59,100,38:55,,,,,,,,,,,,,,
,2121763,53,Vuk,Srebrenka,,M,,0,69:00,108:34,39:34,0,2,KAP,OK Kapela,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,7,,108:34,34,05:16,40,06:55,37,16:37,38,18:13,39,20:50,51,27:44,55,32:29,59,37:14,58,38:17,100,39:07,,,,,,,,,,,,,,
,7680305,106,Kabalin Borenić,Višnja,,M,,0,83:00,129:21,46:21,0,1,MAK,OK Maksimir,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,8,,129:21,34,09:36,40,11:15,37,16:41,38,18:50,39,21:16,51,26:50,55,32:17,59,42:50,58,44:29,100,45:47,,,,,,,,,,,,,,
,893814,46,Lovrec,Darinka,,M,,0,85:00,138:40,53:40,0,4,VIH,OK Vihor,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,9,,138:40,34,06:45,40,09:23,37,18:42,38,22:02,39,26:43,51,35:10,55,41:49,59,48:56,58,50:35,100,53:01,,,,,,,,,,,,,,
,7672905,84,Kraintz,Evelyn,,M,,0,73:00,129:20,56:20,0,1,MAK,OK Maksimir,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,10,,129:20,34,09:22,40,11:24,37,22:56,38,27:17,39,30:07,51,35:50,55,46:47,59,52:53,58,54:27,100,55:49,,,,,,,,,,,,,,
,361853,182,Pavić,Ana-Marija,,M,,0,67:00,126:47,59:47,0,4,VIH,OK Vihor,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,11,,126:47,34,05:00,40,07:19,37,14:25,38,25:03,39,27:38,51,34:17,55,39:02,59,56:46,58,57:54,100,59:17,,,,,,,,,,,,,,
,888973,111,Horvat,Mirjana,,M,,0,87:00,148:31,61:31,0,1,MAK,OK Maksimir,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,12,,148:31,34,05:09,40,07:21,37,14:01,38,16:47,39,19:13,51,44:24,55,51:21,59,58:18,58,59:28,100,60:55,,,,,,,,,,,,,,
,2123976,144,Gradečak Galović,Marija,,M,,0,91:00,173:36,82:36,0,2,KAP,OK Kapela,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,13,,173:36,34,06:45,40,09:11,37,15:38,38,20:35,39,23:35,51,29:39,55,35:55,59,79:31,58,80:53,100,82:05,,,,,,,,,,,,,,
,,252,,Vacant,,M,,0,95:00,,,0,,,,,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,251,,Vacant,,M,,0,97:00,,,0,,,,,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7474605,72,Pavlin,Daliborka,,M,,0,93:00,,,1,4,VIH,OK Vihor,CRO,8,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,3,M16-Ž45,2.5,80,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,237598,160,Fabek,Branka,,M,,0,15:00,40:22,25:22,0,7,JAP,OK Japetic,CRO,22,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,1,,40:22,40,03:09,61,05:05,60,09:34,37,11:30,43,13:01,44,17:12,59,20:24,62,23:17,100,24:46,,,,,,,,,,,,,,,,
,247360,105,Čuljak Gross,Mladenka,,M,,0,27:00,52:56,25:56,0,2,KAP,OK Kapela,CRO,22,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,2,,52:56,40,02:57,61,05:15,60,10:17,37,11:57,43,13:46,44,17:57,59,21:09,62,23:41,100,25:22,,,,,,,,,,,,,,,,
,2125773,104,Ebenspanger,Emilija,,M,,0,19:00,50:39,31:39,0,2,KAP,OK Kapela,CRO,22,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,3,,50:39,40,03:13,61,04:58,60,12:16,37,14:20,43,16:19,44,22:41,59,25:30,62,29:21,100,31:01,,,,,,,,,,,,,,,,
,636977,38,Cvitković,Maja,,M,,0,21:00,52:47,31:47,0,4,VIH,OK Vihor,CRO,22,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,4,,52:47,40,03:46,61,07:35,60,12:14,37,17:04,43,18:27,44,22:45,59,26:36,62,29:37,100,31:06,,,,,,,,,,,,,,,,
,222403,40,Kučinac,Teodora,,M,,0,25:00,59:00,34:00,0,4,VIH,OK Vihor,CRO,22,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,5,,59:00,40,04:03,61,07:05,60,12:22,37,14:13,43,16:07,44,20:34,59,23:29,62,31:32,100,33:20,,,,,,,,,,,,,,,,
,,277,,Vacant,,M,,0,23:00,,,0,,,,,22,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278,,Vacant,,M,,0,17:00,,,0,,,,,22,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,10,M65-Ž55,1.7,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2109704,67,Franc,Vera,,M,,0,59:00,88:54,29:54,0,2,KAP,OK Kapela,CRO,21,Ž65,Ž65,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,1,,88:54,40,04:35,61,08:17,60,13:33,41,20:38,59,24:59,58,26:18,62,27:43,100,29:18,,,,,,,,,,,,,,,,,,
,222420,154,Horvat,Biserka,,M,,0,63:00,94:07,31:07,0,4,VIH,OK Vihor,CRO,21,Ž65,Ž65,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,2,,94:07,40,05:19,61,08:09,60,12:53,41,19:07,59,24:17,58,26:16,62,27:57,100,30:25,,,,,,,,,,,,,,,,,,
,236886,189,Vendler Čepelak,Željka,,M,,0,55:00,88:38,33:38,0,1,MAK,OK Maksimir,CRO,21,Ž65,Ž65,,,,,,,,,,,,,,,,0,0,0,11,Ž14-Ž65,1.5,45,8,3,,88:38,40,05:11,61,07:53,60,14:31,41,18:57,59,27:31,58,29:03,62,30:54,100,32:40,,,,,,,,,,,,,,,,,,
